PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
617	PERSON	the King	joy;s;father;thief;palace	great;black	set;promise	5.92636363636	4.35727272727	5.60090909091	They promised they would, and with great joy they set off for the King their father"s palace, and the Black Thief along with them.
618	PERSON	Queen	distance;spite;bell;steed;time;piece;vexation;prince	great;wicked	be;shatter;hear;stand;precipitate;ring;come;know	5.66285714286	4.08238095238	5.4319047619	The wicked Queen was standing all this time on the tower, and, hearing the bells ringing at a great distance off, knew very well it was the princes coming home, and the steed with them, and through spite and vexation precipitated herself from the tower and was shattered to pieces.
618	LOCATION	the tower	distance;spite;bell;steed;time;piece;vexation;prince	great;wicked	be;shatter;hear;stand;precipitate;ring;come;know	5.66285714286	4.08238095238	5.4319047619	The wicked Queen was standing all this time on the tower, and, hearing the bells ringing at a great distance off, knew very well it was the princes coming home, and the steed with them, and through spite and vexation precipitated herself from the tower and was shattered to pieces.
618	LOCATION	the tower	distance;spite;bell;steed;time;piece;vexation;prince	great;wicked	be;shatter;hear;stand;precipitate;ring;come;know	5.66285714286	4.08238095238	5.4319047619	The wicked Queen was standing all this time on the tower, and, hearing the bells ringing at a great distance off, knew very well it was the princes coming home, and the steed with them, and through spite and vexation precipitated herself from the tower and was shattered to pieces.
630	LOCATION	the house	home;people;t;hag	good;old	wouldn;be;say;sleep;kill;come;find	5.48666666667	4.16133333333	5.52666666667	"It wouldn"t be good for you to sleep here," said the old hag, "for if the people of the house come home and find you, they will kill both you and me."
638	PERSON	the boy	meantime;pleasure	man-servant	do;begin;get;serve;want;ask;find;talk	5.95166666667	4.11416666667	5.9575	In the meantime the boy got up and began to talk to them, and ask them if they did not want a man-servant, for he could find pleasure enough in serving them.
642	PERSON	the boy	trade	long	be;say;learn;think;take	5.90888888889	4.30111111111	5.89555555556	"Yes," said the boy, for he thought that was a trade which would not take long to learn.
643	PERSON	the man	shoe		see;come	5.25	3.6275	5.3725	When the man came up he at once saw the shoe.
645	LOCATION	the wood	youth;front;shoe	able;fast	put;be;get;hurry;pick	5.7625	3.6825	5.62083333333	Then the youth picked up the shoe and hurried off away through the wood as fast as he was able, to get in front of the man, and then put the shoe in the road before him again.
645	PERSON	the man	youth;front;shoe	able;fast	put;be;get;hurry;pick	5.7625	3.6825	5.62083333333	Then the youth picked up the shoe and hurried off away through the wood as fast as he was able, to get in front of the man, and then put the shoe in the road before him again.
645	LOCATION	the road	youth;front;shoe	able;fast	put;be;get;hurry;pick	5.7625	3.6825	5.62083333333	Then the youth picked up the shoe and hurried off away through the wood as fast as he was able, to get in front of the man, and then put the shoe in the road before him again.
646	PERSON	the man	fellow;shoe;ox	stupid	be;lie;vex;leave;bring;see;have;come	5.15857142857	3.79357142857	5.39	When the man came with the ox and saw the shoe, he was quite vexed at having been so stupid as to leave the fellow to it lying where it was, instead of bringing it on with him.
649	PERSON	the man	youth;hurt;equality;anything;ox		do;be;tell;know;take	5.41818181818	4.13545454545	5.30727272727	So they told the youth that if he could take this ox also without the man knowing anything about it, and without doing him any hurt, he should then be on an equality with them.
651	PERSON	the man	body;queer;ox	little	feel;hang;see;come	5.114	4.261	5.235	So the man came with his ox, and when he saw the body hanging there he felt a little queer.
653	LOCATION	the tree	youth;cut;tree	hung;short;more	spring;run;get	6.03583333333	4.14583333333	5.30083333333	Then the youth sprang down from the tree, ran by a short cut and got before him, and once more hung himself up on a tree in the road before the man.
653	LOCATION	the road	youth;cut;tree	hung;short;more	spring;run;get	6.03583333333	4.14583333333	5.30083333333	Then the youth sprang down from the tree, ran by a short cut and got before him, and once more hung himself up on a tree in the road before the man.
653	PERSON	the man	youth;cut;tree	hung;short;more	spring;run;get	6.03583333333	4.14583333333	5.30083333333	Then the youth sprang down from the tree, ran by a short cut and got before him, and once more hung himself up on a tree in the road before the man.
655	LOCATION	the tree	youth;cut	middle;short	jump;do;hang;run;have	5.56785714286	3.98285714286	5.445	Once more the youth did just as he had done twice already; jumped down from the tree, ran by a short cut through the wood, and again hanged himself in the very middle of the road before him.
655	LOCATION	the wood	youth;cut	middle;short	jump;do;hang;run;have	5.56785714286	3.98285714286	5.445	Once more the youth did just as he had done twice already; jumped down from the tree, ran by a short cut through the wood, and again hanged himself in the very middle of the road before him.
655	LOCATION	the road	youth;cut	middle;short	jump;do;hang;run;have	5.56785714286	3.98285714286	5.445	Once more the youth did just as he had done twice already; jumped down from the tree, ran by a short cut through the wood, and again hanged himself in the very middle of the road before him.
657	LOCATION	the house	lodging		ask;find;enter	6.136	4.05	6.146	Then he entered the house and asked if he could find a lodging there.
660	PERSON	the man			say	5.665	4.395	6.16	said the man.
665	PERSON	the man	sens;t;anything	crazy;foolish	be;say;think	5.5875	4.23833333333	5.4925	"I think you must be crazy," said the man, "for you can"t be in your senses if you think of anything so foolish."
666	PERSON	Governor	youth;daughter;help		go;be;say;beg	5.81333333333	4.30222222222	5.29777777778	"You must go to the Governor and beg for his daughter--there is no help," said the youth.
667	PERSON	the man	kind;wealth	much;rich	be;say;have	6.47285714286	4.42571428571	6.36	He is so rich and has so much wealth of all kinds," said the man.
669	PERSON	the man	master;thief;stick;birch	unwilling;great	be;wail;follow;go;threaten;weep	4.84882352941	4.32352941176	4.86647058824	But the man was still unwilling, so the Master Thief followed him, threatening him with a great birch stick, till he went weeping and wailing through the door to the Governor of the province.
669	LOCATION	the door	master;thief;stick;birch	unwilling;great	be;wail;follow;go;threaten;weep	4.84882352941	4.32352941176	4.86647058824	But the man was still unwilling, so the Master Thief followed him, threatening him with a great birch stick, till he went weeping and wailing through the door to the Governor of the province.
669	PERSON	Governor	master;thief;stick;birch	unwilling;great	be;wail;follow;go;threaten;weep	4.84882352941	4.32352941176	4.86647058824	But the man was still unwilling, so the Master Thief followed him, threatening him with a great birch stick, till he went weeping and wailing through the door to the Governor of the province.
669	LOCATION	the province	master;thief;stick;birch	unwilling;great	be;wail;follow;go;threaten;weep	4.84882352941	4.32352941176	4.86647058824	But the man was still unwilling, so the Master Thief followed him, threatening him with a great birch stick, till he went weeping and wailing through the door to the Governor of the province.
670	PERSON	Governor			say	5.22	4.125	5.835	said the Governor.
671	PERSON	the man	home;daughter;a-weeping	youngest	be;lament;say;have;fall;ask;threaten;come	5.33227272727	4.27772727273	5.23909090909	"Now," he said, "the youngest of them has come home, and has threatened me till I have come to you to ask for your daughter for him, and I am to say that he is a Master Thief," and again the man fell a-weeping and lamenting.
673	LOCATION	the yard	youth;bag;hare;round		be;begin;set;run;do;let;slip	5.83230769231	3.45076923077	5.42538461538	While they were doing this the youth let one of the hares slip out of his bag, and off it set and began to run round the yard.
674	LOCATION	the kitchen	hare;people		go;catch;say;look;want	6.0375	4.04625	5.66	"Just look at that hare," said the people in the kitchen, and wanted to go out and catch it.
676	PERSON	Governor	use		be;try;catch;want;go;tell	5.595	4.18125	5.295	So again they wanted to go out and catch it, but the Governor again told them that it was of no use to try.
677	LOCATION	the kitchen	hare;people	same	be;run;catch;see;want;go;believe	6.04909090909	4.00636363636	5.51272727273	The people in the kitchen saw this too, and believed that it was still the same hare that was running about, so they wanted to go out and catch it.
679	PERSON	Governor	trick;priest;end;ridicule		be;play;cast;have;come;tell	5.02066666667	4.10066666667	4.94333333333	At noon came the Priest, and when the Governor had told him of the trick played by the Master Thief there was no end to the ridicule he cast on the Governor.
679	PERSON	Governor	trick;priest;end;ridicule		be;play;cast;have;come;tell	5.02066666667	4.10066666667	4.94333333333	At noon came the Priest, and when the Governor had told him of the trick played by the Master Thief there was no end to the ridicule he cast on the Governor.
681	PERSON	Governor		careful;aware	be;advise;say	5.815	3.776	5.84	"Well, I advise you to be careful," said the Governor, "for he may be with you before you are at all aware."
682	PERSON	Governor	fool;priest		be;repeat;have;make;say;allow;mock	5.19416666667	3.9675	5.50666666667	But the Priest repeated what he had said, and mocked the Governor for having allowed himself to be made such a fool of.
683	PERSON	Governor	s;daughter		promise;come;have;want	5.54363636364	4.32272727273	5.19181818182	Later in the afternoon the Master Thief came and wanted to have the Governor"s daughter as he had promised.
685	PERSON	Lawrence	priest;father		be;call	5.935	3.54	5.53	"for the Priest was called Father Lawrence.
688	PERSON	Lawrence	righteousness;heaven;garden;angel;tree;father;everyone;farewell;maple;knee;sermon	large;old;young;alive	be;thank;give;take;have;fall;announce;weep;come;tell;preach	5.6403125	4.06125	5.38875	So Father Lawrence fell down on his knees before the angel and thanked him, and the following Sunday he preached a farewell sermon, and gave out that an angel had come down into the large maple tree in his garden, and had announced to him that, because of his righteousness, he should be taken up alive into heaven, and as he thus preached and told them this everyone in the church, old or young, wept.
688	LOCATION	the church	righteousness;heaven;garden;angel;tree;father;everyone;farewell;maple;knee;sermon	large;old;young;alive	be;thank;give;take;have;fall;announce;weep;come;tell;preach	5.6403125	4.06125	5.38875	So Father Lawrence fell down on his knees before the angel and thanked him, and the following Sunday he preached a farewell sermon, and gave out that an angel had come down into the large maple tree in his garden, and had announced to him that, because of his righteousness, he should be taken up alive into heaven, and as he thus preached and told them this everyone in the church, old or young, wept.
691	LOCATION	The way	heaven	easy	be;say;kill;drag	5.23545454545	4.41363636364	5.11090909091	The way to heaven is not an easy one," said the Master Thief, and dragged him along till he all but killed him.
692	PERSON	Governor	goose;goose-house;s	last;alive;dead	feel;begin;hiss;peck;fling	5.09333333333	4.23222222222	4.95777777778	At last he flung him into the Governor"s goose-house, and the geese began to hiss and peck at him, till he felt more dead than alive.
698	PERSON	Governor	goose;s;reverence;fiend	little	do;pinch;look;have;be	5.20714285714	4.18285714286	5.13785714286	"I only look after the Governor"s geese, that"s what I do, and they are the little fiends which have pinched your reverence."
702	PERSON	Governor		best	do;say	5.42714285714	3.80428571429	6.06	"Yes; if you can do that I will do my best for you," said the Governor.
703	LOCATION	The stable	boy;horse	much	water;be;attend;do	5.99333333333	3.63222222222	5.88111111111	The stable boys were just watering the horses for the night, and it was quite as much as they could do to attend to that.
705	LOCATION	the stable	sake;heaven;door		give;sit;s;stay;leave;say;shiver;shake	5.53	4.10692307692	5.54384615385	and she shivered and shook again, and said, "For heaven"s sake give me leave to stay here and sit just inside the stable door."
706	PERSON	Governor	dance;sight		catch;be;say;lead	6.08181818182	4.11727272727	5.75272727273	If the Governor were to catch sight of you here, he would lead us a pretty dance," said one.
708	LOCATION	the stable	horse;notice;rest	more	be;look;stay;take;think;creep;dispute	5.555625	3.5475	5.46125	The rest of them thought that she ought not to stay, but while they were disputing about this and looking after the horses, she crept farther and farther into the stable, and at last sat down behind the door, and when once she was inside no one took any more notice of her.
708	LOCATION	the door	horse;notice;rest	more	be;look;stay;take;think;creep;dispute	5.555625	3.5475	5.46125	The rest of them thought that she ought not to stay, but while they were disputing about this and looking after the horses, she crept farther and farther into the stable, and at last sat down behind the door, and when once she was inside no one took any more notice of her.
709	LOCATION	the stable	boy;work;horseback	cold	sit;wear;find	5.73	3.76777777778	5.83444444444	As the night wore on the stable boys found it rather cold work to sit still on horseback.
716	LOCATION	the stable	boy		ask	5.77	3.3425	5.92	asked one of the stable boys.
720	PERSON	Governor	rag;horse;beggar;boy;partition;thief;s;stall;master;man	outside;other;stable	be;set;divide;fling;ride;call;take;wait	5.03	3.94916666667	5.18541666667	Then the Master Thief flung off his beggar"s rags, and took one stable boy after the other and gently set him astride on the partitions which divided the stalls, and then he called his eleven men who were waiting outside, and they rode off with the Governor"s horses.
722	PERSON	Governor	something	better	be;do;say;give	6.01111111111	4.25444444444	5.56	But the Governor gave him a hundred dollars, and said that he must do something that was better still.
725	PERSON	Governor	soldier	certain;great;common	ride;do;say;see;drill	5.763125	4.198125	5.889375	So the Governor said that he would see what he could do, and then he said that on a certain day he would ride out to a great common where they drilled the soldiers.
726	PERSON	Governor	wig;rag;parade;time;hair;s;soot;ground;goat;beard	impossible;great;long	be;have;ride;go;recognise;put;dye;dress	5.45	3.99	5.29541666667	Then he dressed himself in rags, dyed himself with soot, and put on a wig and a great beard of goat"s hair, so that it was impossible to recognise him, and went to the parade ground, where the Governor had already been riding about a long time.
728	PERSON	the man			say;have	5.5475	4.3275	5.76	"No," said the man, "that have I not."
730	PERSON	the man	tap;cask;tap-hole;finger;wedding;mead	sure	be;do;drive;keep;say;have;fall;go;fetch	5.67888888889	4.15222222222	5.49259259259	"I am not sure that I can do it," said the man, "for I have to go to a wedding with this cask of mead which I have been to fetch, and the tap has fallen out on the way, so now I have to keep my finger in the tap-hole as I drive."
730	LOCATION	the way	tap;cask;tap-hole;finger;wedding;mead	sure	be;do;drive;keep;say;have;fall;go;fetch	5.67888888889	4.15222222222	5.49259259259	"I am not sure that I can do it," said the man, "for I have to go to a wedding with this cask of mead which I have been to fetch, and the tap has fallen out on the way, so now I have to keep my finger in the tap-hole as I drive."
731	PERSON	Governor	horse;cask		ride;say;look	5.57571428571	4.16714285714	5.73571428571	"Oh, just ride off," said the Governor, "and I will look after the cask and the horse too."
732	PERSON	the man	moment;finger	careful;tap-hole	do;be;beg;put;say;take;go	5.53142857143	4.02642857143	5.51857142857	So the man said that if he would do that he would go, but he begged the Governor to be very careful to put his finger into the tap-hole the moment he took his out.
732	PERSON	Governor	moment;finger	careful;tap-hole	do;be;beg;put;say;take;go	5.53142857143	4.02642857143	5.51857142857	So the man said that if he would do that he would go, but he begged the Governor to be very careful to put his finger into the tap-hole the moment he took his out.
733	PERSON	Governor	s;horse		do;say;get	5.147	4.283	5.242	So the Governor said that he would do his very best, and the Master Thief got on the Governor"s horse.
733	PERSON	Governor	s;horse		do;say;get	5.147	4.283	5.242	So the Governor said that he would do his very best, and the Master Thief got on the Governor"s horse.
734	PERSON	the man	finger;tap-hole;time	last;weary	do;keep;take;pass;come;grow	5.37230769231	3.53846153846	5.25307692308	But time passed, and it grew later and later, and still the man did not come back, and at last the Governor grew so weary of keeping his finger in the tap-hole that he took it out.
734	PERSON	Governor	finger;tap-hole;time	last;weary	do;keep;take;pass;come;grow	5.37230769231	3.53846153846	5.25307692308	But time passed, and it grew later and later, and still the man did not come back, and at last the Governor grew so weary of keeping his finger in the tap-hole that he took it out.
736	PERSON	Governor	skill;masterpiece;word	able;fine;more	do;be;give;say;have;put	6.09333333333	3.95944444444	5.86888888889	But the Governor again put him off with fine words, and only gave him three hundred dollars, saying that he must do one more masterpiece of skill, and if he were but able to do that he should have her.
738	PERSON	Governor			say	5.22	4.125	5.835	said the Governor.
740	PERSON	Governor	peeping;ladder;s;window;bedroom;hold;man	outside;dead;long	be;head;set;get;move;stand;climb	5.43578947368	4.01315789474	5.34473684211	Then he got hold of a long ladder, set it up against the Governor"s bedroom window, and climbed up and moved the dead man"s head up and down, just as if he were some one who was standing outside and peeping in.
745	PERSON	Governor	body;thing;people;man	chief;unpleasant;best;dead	be;begin;do;see;say;go;bury;talk	5.37	3.9652173913	5.38173913043	"Well," said the Governor, "I certainly am the chief man about here, but people soon begin to talk, and it would be very unpleasant if they were to see this dead body; the best thing that I can do is to go out and bury him."
747	PERSON	Governor			go;steal;have;get	5.28818181818	4.39363636364	4.95363636364	So the Governor got up and went downstairs, and as soon as he had gone out through the door, the Master Thief stole in and went straight upstairs to the woman.
747	LOCATION	the door			go;steal;have;get	5.28818181818	4.39363636364	4.95363636364	So the Governor got up and went downstairs, and as soon as he had gone out through the door, the Master Thief stole in and went straight upstairs to the woman.
747	PERSON	the woman			go;steal;have;get	5.28818181818	4.39363636364	4.95363636364	So the Governor got up and went downstairs, and as soon as he had gone out through the door, the Master Thief stole in and went straight upstairs to the woman.
753	PERSON	Governor		real	return	5.524	3.908	5.528	An hour later the real Governor returned.
755	PERSON	Governor			ask	5.24	3.65	5.54	asked the Governor.
757	PERSON	Governor		better	say;have;get	5.478	4.088	5.608	said the Governor, "has he actually got the better of me again?"
759	PERSON	P. C. Asbjornsen				5.0	5.0	5.0	(5) From P. C. Asbjornsen.
764	LOCATION	Heaven	heart		be;weep	5.8775	4.1825	5.08	"Heaven and our hearts are weeping together."
767	LOCATION	the brook	sister;hunt;hand		jump;set;take	5.74714285714	4.14714285714	5.60142857143	He jumped up, took sister by the hand, and they set off to hunt for the brook.
768	LOCATION	the forest	spell;stream		cast;creep;have	5.67	4.04428571429	5.5	She had crept secretly after them, and had cast her spells over all the streams in the forest.
782	LOCATION	the brook	water;roebuck;grass;lip;brother	little;sure	be;drink;transform;bend;have;fall;touch;kneel	5.97625	4.119375	5.653125	But her brother was already kneeling by the brook and bending over it to drink, and, sure enough, no sooner had his lips touched the water than he fell on the grass transformed into a little Roebuck.
783	PERSON	the girl		last	say	6.53	4.83	6.075	At last the girl said:
784	PERSON	Roe	fawn;garter;s;neck	golden;little	tie;mind;take;forsake;round	5.47	3.98571428571	5.26714285714	"Never mind, dear little fawn, I will never forsake you," and she took off her golden garter and tied it round the Roe"s neck.
785	PERSON	Roe	depths		do;lead;have	5.835	4.10333333333	5.91333333333	When she had done this she led the Roe farther and farther, right into the depths of the forest.
785	LOCATION	the forest	depths		do;lead;have	5.835	4.10333333333	5.91333333333	When she had done this she led the Roe farther and farther, right into the depths of the forest.
786	PERSON	the girl	house;way	little;empty;long	be;look;think;live;have;go;stay;come;find	6.074375	3.95	5.516875	After they had gone a long, long way they came to a little house, and when the girl looked into it she found it was quite empty, and she thought "perhaps we might stay and live here."
788	PERSON	Roe	dog;huntsman;blowing;forest;horn	such;little;whole;joyful	join;cry;long;bay;hear;ring	5.99153846154	4.38461538462	5.41692307692	Then the whole forest rang with such a blowing of horns, baying of dogs, and joyful cries of huntsmen, that the little Roe heard it and longed to join in too.
791	LOCATION	the door	t		shan;don;open;speak	5.41333333333	4.46833333333	5.52666666667	If you don"t speak I shan"t open the door."
792	PERSON	Roe	air	little;open;free;happy	feel;spring	6.69625	4.6125	5.9375	So off sprang the little Roe, and he felt quite well and happy in the free open air.
793	LOCATION	the door	home;house	little	run;cry;come;knock	5.93333333333	4.1	5.41444444444	When night came on it ran home, and knocking at the door of the little house cried:
794	LOCATION	The door	mossy;bed	soft	run;open;rest	6.68714285714	3.53714285714	5.93428571429	The door opened, and he ran in and rested all night on his soft mossy bed.
796	LOCATION	the door	sister		open;get	5.85166666667	4.04166666667	5.595	"Sister, open the door, I must get out."
797	LOCATION	the door	nightfall;rhyme;mind	sister;little	say;open;get	6.09636363636	3.94909090909	5.78636363636	So sister opened the door and said, "Now mind and get back by nightfall, and say your little rhyme."
798	PERSON	Roe	foot;huntsman		encircle;run;limp;wound;have;go;come	5.33454545455	3.73090909091	5.28909090909	This went on all day, but as evening came on the huntsmen had gradually encircled the Roe, and one of them wounded it slightly in the foot, so that it limped and ran off slowly.
799	LOCATION	the door	fawn;house;huntsman;m;sister	close;little;open	run;see;hear;have;call;steal	5.665625	4.18375	5.5275	Then the huntsman stole after it as far as the little house, and heard it call out, "My sister dear, open; I"m here," and he saw the door open and close immediately the fawn had run in.
800	PERSON	the King	huntsman	straight	remember;see;hear;have;go;tell	6.12857142857	3.90714285714	5.79142857143	The huntsman remembered all this carefully, and went off straight to the King and told him all he had seen and heard.
801	PERSON	the King	hunt;to-morrow		say	5.2675	4.22	6.08	"To-morrow we will hunt again," said the King.
803	LOCATION	the forest	sound;hunting		do;cry;hear	5.53166666667	4.17166666667	5.43166666667	No sooner did it hear the sounds of hunting in the forest than it cried:
806	PERSON	Roe	grief;skin;horn		feel;die;jump;hear;reply	5.195625	4.514375	5.335625	"Then I shall die of grief," replied the Roe, "for when I hear that horn I feel as if I must jump right out of my skin."
807	LOCATION	the door	nothing;heart;sister;glee;health	heavy;full;last;else	be;dart;open;find;do	5.93375	3.9575	5.68625	So at last, when sister found there was nothing else to be done, she opened the door with a heavy heart, and the Roe darted forth full of glee and health into the forest.
807	PERSON	Roe	nothing;heart;sister;glee;health	heavy;full;last;else	be;dart;open;find;do	5.93375	3.9575	5.68625	So at last, when sister found there was nothing else to be done, she opened the door with a heavy heart, and the Roe darted forth full of glee and health into the forest.
807	LOCATION	the forest	nothing;heart;sister;glee;health	heavy;full;last;else	be;dart;open;find;do	5.93375	3.9575	5.68625	So at last, when sister found there was nothing else to be done, she opened the door with a heavy heart, and the Roe darted forth full of glee and health into the forest.
808	PERSON	the King	huntsman;mind	careful	be;give;say;hurt;see;chase	5.57083333333	4.26166666667	5.39666666667	As soon as the King saw the Roe, he said to his huntsman, "Now then, give chase to it all day till evening, but mind and be careful not to hurt it."
808	PERSON	Roe	huntsman;mind	careful	be;give;say;hurt;see;chase	5.57083333333	4.26166666667	5.39666666667	As soon as the King saw the Roe, he said to his huntsman, "Now then, give chase to it all day till evening, but mind and be careful not to hurt it."
809	PERSON	the King	sun;huntsman;house	little	say;set;come;have;show	5.94454545455	4.04181818182	5.78636363636	When the sun had set the King said to his huntsman, "Now come and show me the little house in the wood."
809	LOCATION	the wood	sun;huntsman;house	little	say;set;come;have;show	5.94454545455	4.04181818182	5.78636363636	When the sun had set the King said to his huntsman, "Now come and show me the little house in the wood."
810	LOCATION	the door	maiden	loveliest	see;open;stand;have;walk	5.92375	3.735	5.865	Then the door opened and the King walked in, and there stood the loveliest maiden he had ever seen.
810	PERSON	the King	maiden	loveliest	see;open;stand;have;walk	5.92375	3.735	5.865	Then the door opened and the King walked in, and there stood the loveliest maiden he had ever seen.
811	PERSON	the King	castle;wife;hand		be;say;hold;come;look	5.91545454545	4.11909090909	5.88545454545	But the King looked kindly at her, held out his hand, and said, "Will you come with me to my castle and be my dear wife?"
813	PERSON	the King	nothing		live;promise;want;stay	6.35	4.07571428571	5.91142857143	"It shall stay with you as long as you live, and shall want for nothing," the King promised.
814	PERSON	Roe	cord;sister;end;house;rush;hand;meantime;collar	little;more	leave;tie;come;bound;take	5.308125	4.22625	5.431875	In the meantime the Roe came bounding in, and sister tied the rush cord once more to its collar, took the end in her hand, and so they left the little house in the forest together.
814	LOCATION	the forest	cord;sister;end;house;rush;hand;meantime;collar	little;more	leave;tie;come;bound;take	5.308125	4.22625	5.431875	In the meantime the Roe came bounding in, and sister tied the rush cord once more to its collar, took the end in her hand, and so they left the little house in the forest together.
815	PERSON	Roe	garden		pet;be;caress;run	6.16375	4.04375	5.79875	The Roe was petted and caressed, and ran about at will in the palace gardens.
815	LOCATION	the palace	garden		pet;be;caress;run	6.16375	4.04375	5.79875	The Roe was petted and caressed, and ran about at will in the palace gardens.
816	PERSON	Queen	eye;daughter;luck	good;own;hideous	be;say;reproach;have	5.95833333333	3.94444444444	5.50166666667	Her own daughter, who was as hideous as night and had only one eye, reproached her by saying, "It is I who ought to have had this good luck and been Queen."
818	PERSON	Queen	bath-room;bath;daughter;hand	weak	carry;be;run;lay;lock	5.80916666667	3.97	5.57083333333	Her daughter was at hand, too, and between them they carried the Queen, who was still very weak, into the bath-room and laid her in the bath; then they locked the door and ran away.
818	LOCATION	the door	bath-room;bath;daughter;hand	weak	carry;be;run;lay;lock	5.80916666667	3.97	5.57083333333	Her daughter was at hand, too, and between them they carried the Queen, who was still very weak, into the bath-room and laid her in the bath; then they locked the door and ran away.
819	PERSON	Queen	fire;bath;care	hot;lovely;young	be;make;suffocate;take;blaze	5.71153846154	4.45076923077	5.38615384615	They took care beforehand to make a blazing hot fire under the bath, so that the lovely young Queen might be suffocated.
820	PERSON	Queen	lie;eye;look;power;appearance;order;anything;s;figure;side	general	restore;notice;prevent;make;manage;have;lose;miss	5.455	4.12958333333	5.66916666667	She managed, too, to make her figure and general appearance look like the Queen"s, but even her power could not restore the eye she had lost; so she made her lie on the side of the missing eye, in order to prevent the King"s noticing anything.
820	PERSON	the King	lie;eye;look;power;appearance;order;anything;s;figure;side	general	restore;notice;prevent;make;manage;have;lose;miss	5.455	4.12958333333	5.66916666667	She managed, too, to make her figure and general appearance look like the Queen"s, but even her power could not restore the eye she had lost; so she made her lie on the side of the missing eye, in order to prevent the King"s noticing anything.
821	PERSON	the King		false	go;be;know;lay	5.93888888889	4.21777777778	5.65888888889	So the King went away and never knew that it was a false Queen who lay in the bed.
821	PERSON	Queen		false	go;be;know;lay	5.93888888889	4.21777777778	5.65888888889	So the King went away and never knew that it was a false Queen who lay in the bed.
821	LOCATION	the bed		false	go;be;know;lay	5.93888888889	4.21777777778	5.65888888889	So the King went away and never knew that it was a false Queen who lay in the bed.
822	LOCATION	the room	nurse;sentry		say;leave;go;see;have;ask	5.73066666667	3.85066666667	5.69266666667	Then she silently left the room, and next morning when the nurse asked the sentries if they had seen any one go into the castle that night, they all said, "No, we saw no one at all."
822	LOCATION	the castle	nurse;sentry		say;leave;go;see;have;ask	5.73066666667	3.85066666667	5.69266666667	Then she silently left the room, and next morning when the nurse asked the sentries if they had seen any one go into the castle that night, they all said, "No, we saw no one at all."
823	PERSON	Queen	visit;nurse;word;anything;way	many;frightened;same	be;say;come;speak	5.66166666667	4.19083333333	5.43416666667	For many nights the Queen came in the same way, but she never spoke a word, and the nurse was too frightened to say anything about her visits.
824	PERSON	Queen	time	little	elapse;say;have;speak	6.06	3.88	5.60625	After some little time had elapsed the Queen spoke one night, and said:
826	PERSON	Roe			be	5.18	3.735	5.41	Is my Roe well?
829	PERSON	Queen	nursery		go;say;come;appear	6.12625	4.07375	5.74	When the evening came he went to the nursery, and at midnight the Queen appeared and said:
831	PERSON	Roe			be	5.18	3.735	5.41	Is my Roe well?
833	PERSON	The King	trust;watch		keep;dare;speak	5.88625	4.08375	5.60375	The King dared not trust himself to speak to her, but the following night he kept watch again.
834	PERSON	Queen			say;come	6.1875	4.155	6.02	That night when the Queen came she said:
836	PERSON	Roe			be	5.18	3.735	5.41	Is my Roe well?
838	PERSON	the King	side;wife		spring;cry;restrain;be	5.77555555556	4.07666666667	5.24888888889	Then the King could restrain himself no longer, but sprang to her side and cried, "You can be no one but my dear wife!"
839	LOCATION	the forest	beast;witch;piece;daughter;stake	old	tear;be;burn;lead	4.99230769231	4.53461538462	5.00076923077	The daughter was led into the forest, where the wild beasts tore her to pieces, and the old witch was burnt at the stake.
839	LOCATION	the wild	beast;witch;piece;daughter;stake	old	tear;be;burn;lead	4.99230769231	4.53461538462	5.00076923077	The daughter was led into the forest, where the wild beasts tore her to pieces, and the old witch was burnt at the stake.
841	PERSON	Grimm				5.0	5.0	5.0	(6) Grimm.
843	PERSON	ROSETTE	princess			7.64	5.42	5.74	PRINCESS ROSETTE
844	PERSON	Princess	ceremony;fairy;christening;banquet;time	splendid	be;invite;send;do	6.25733333333	4.25933333333	5.83333333333	When it was time for the christening of the Princess, the Queen--as she always did--sent for all the fairies to be present at the ceremony, and afterwards invited them to a splendid banquet.
844	PERSON	Queen	ceremony;fairy;christening;banquet;time	splendid	be;invite;send;do	6.25733333333	4.25933333333	5.83333333333	When it was time for the christening of the Princess, the Queen--as she always did--sent for all the fairies to be present at the ceremony, and afterwards invited them to a splendid banquet.
845	PERSON	Queen			go;be;say;prepare	6.07166666667	4.225	6.085	When it was over, and they were preparing to go away, the Queen said to them:
846	PERSON	Rosette			go;be;happen;tell	5.654	4.116	5.26	Tell me what is going to happen to Rosette."
847	PERSON	Princess	name		be;have;give	6.606	3.996	5.564	For that was the name they had given the Princess.
849	PERSON	Queen	nothing;anything	good;least	hide;beg;say;know;have;mean	5.40615384615	4.24692307692	5.50076923077	said the Queen, "I know very well what that means--you have nothing good to say; but at least I beg that you will not hide anything from me."
852	PERSON	Queen	matter	sad	go;leave;notice;ask;be	5.161	4.016	5.307	Then they went away, leaving the Queen very sad, so sad that the King noticed it, and asked her what was the matter.
852	PERSON	the King	matter	sad	go;leave;notice;ask;be	5.161	4.016	5.307	Then they went away, leaving the Queen very sad, so sad that the King noticed it, and asked her what was the matter.
